,顧客ID,登録日,顧客名,メールアドレス,都道府県,市区町村,顧客区分,獲得チャネル,会員ランク,有効会員フラグ,年収帯,注文ID,顧客ID(注文),注文日,注文ステータス,販売チャネル,支払方法,配送先都道府県,クーポンコード,小計金額,割引金額,送料,合計金額
708,C00311,2023-10-11,田中 凛,customer00311@example.jp,愛知県,岡崎市,大企業,広告検索,ブロンズ,有,300万円未満,O000058,C00311,2025-04-26,配達完了,営業担当,クレジットカード,愛知県,,1281.71,0.0,0.0,1281.71
709,C00312,2023-12-04,山本 結菜,customer00312@example.jp,東京都,千代田区,個人,自然検索,シルバー,有,"800～1,200万円",,,,,,,,,,,,
710,C00313,2023-12-21,山本 大和,customer00313@example.jp,福岡県,福岡市,個人,提携先,ゴールド,有,300万円未満,,,,,,,,,,,,
711,C00314,2025-05-27,伊藤 樹,customer00314@example.jp,北海道,函館市,個人,SNS,ブロンズ,有,500～800万円,O000367,C00314,2025-04-17,配達完了,モバイルアプリ,スマホ決済,北海道,,1270.99,0.0,0.0,1270.99
712,C00315,2025-05-19,渡辺 結菜,customer00315@example.jp,神奈川県,川崎市,個人,広告検索,ブロンズ,有,300万円未満,O000207,C00315,2025-03-28,配達完了,ウェブ,クレジットカード,神奈川県,FREESHIP,454.99,0.0,0.0,454.99
713,C00315,2025-05-19,渡辺 結菜,customer00315@example.jp,神奈川県,川崎市,個人,広告検索,ブロンズ,有,300万円未満,O000241,C00315,2025-04-06,配達完了,ウェブ,クレジットカード,神奈川県,B2B5,34.37,1.72,5.9,38.55
714,C00315,2025-05-19,渡辺 結菜,customer00315@example.jp,神奈川県,川崎市,個人,広告検索,ブロンズ,有,300万円未満,O000253,C00315,2025-06-03,返品済み,ウェブ,クレジットカード,神奈川県,,1364.43,0.0,0.0,1364.43
715,C00315,2025-05-19,渡辺 結菜,customer00315@example.jp,神奈川県,川崎市,個人,広告検索,ブロンズ,有,300万円未満,O000458,C00315,2025-12-27,発送済み,ウェブ,銀行振込,神奈川県,,100.15,0.0,5.9,106.05
716,C00316,2025-05-23,中村 悠真,customer00316@example.jp,神奈川県,川崎市,中小企業,自然検索,プラチナ,有,300～500万円,O000120,C00316,2024-09-30,配達完了,営業担当,クレジットカード,神奈川県,,1400.89,0.0,0.0,1400.89
717,C00316,2025-05-23,中村 悠真,customer00316@example.jp,神奈川県,川崎市,中小企業,自然検索,プラチナ,有,300～500万円,O000218,C00316,2024-05-28,配達完了,ウェブ,スマホ決済,神奈川県,,1363.43,0.0,0.0,1363.43
718,C00316,2025-05-23,中村 悠真,customer00316@example.jp,神奈川県,川崎市,中小企業,自然検索,プラチナ,有,300～500万円,O000318,C00316,2024-05-05,配達完了,モール,クレジットカード,神奈川県,,83.11,0.0,5.9,89.01
719,C00316,2025-05-23,中村 悠真,customer00316@example.jp,神奈川県,川崎市,中小企業,自然検索,プラチナ,有,300～500万円,O000347,C00316,2025-03-05,配達完了,モバイルアプリ,クレジットカード,神奈川県,SPRING15,950.69,142.6,0.0,808.09
720,C00316,2025-05-23,中村 悠真,customer00316@example.jp,神奈川県,川崎市,中小企業,自然検索,プラチナ,有,300～500万円,O000520,C00316,2024-09-26,発送済み,ウェブ,スマホ決済,神奈川県,SPRING15,1288.27,193.24,0.0,1095.03
721,C00316,2025-05-23,中村 悠真,customer00316@example.jp,神奈川県,川崎市,中小企業,自然検索,プラチナ,有,300～500万円,O000605,C00316,2024-07-01,処理中,モール,クレジットカード,神奈川県,VIP20,410.08,82.02,0.0,328.06
722,C00317,2025-04-17,伊藤 大和,customer00317@example.jp,東京都,新宿区,個人,自然検索,ブロンズ,有,300万円未満,,,,,,,,,,,,
723,C00318,2024-02-21,田中 陽翔,customer00318@example.jp,愛知県,岡崎市,個人,SNS,シルバー,無,300～500万円,,,,,,,,,,,,
724,C00319,2022-06-27,鈴木 芽依,customer00319@example.jp,大阪府,豊中市,中小企業,広告検索,ゴールド,有,300万円未満,O000027,C00319,2025-08-22,配達完了,モール,クレジットカード,大阪府,FREESHIP,1422.42,0.0,0.0,1422.42
725,C00319,2022-06-27,鈴木 芽依,customer00319@example.jp,大阪府,豊中市,中小企業,広告検索,ゴールド,有,300万円未満,O000340,C00319,2024-02-03,処理中,営業担当,銀行振込,大阪府,,1176.65,0.0,0.0,1176.65
726,C00319,2022-06-27,鈴木 芽依,customer00319@example.jp,大阪府,豊中市,中小企業,広告検索,ゴールド,有,300万円未満,O000348,C00319,2024-02-11,キャンセル,モバイルアプリ,クレジットカード,大阪府,SPRING15,84.64,12.7,5.9,77.84
727,C00319,2022-06-27,鈴木 芽依,customer00319@example.jp,大阪府,豊中市,中小企業,広告検索,ゴールド,有,300万円未満,O000529,C00319,2024-09-09,処理中,ウェブ,クレジットカード,大阪府,,530.16,0.0,0.0,530.16
728,C00320,2024-12-19,中村 大和,customer00320@example.jp,東京都,渋谷区,個人,SNS,シルバー,有,"1,200万円以上",O000116,C00320,2024-02-02,配達完了,ウェブ,スマホ決済,東京都,,457.4,0.0,0.0,457.4
729,C00320,2024-12-19,中村 大和,customer00320@example.jp,東京都,渋谷区,個人,SNS,シルバー,有,"1,200万円以上",O000688,C00320,2024-07-06,配達完了,ウェブ,クレジットカード,東京都,,654.25,0.0,0.0,654.25
730,C00321,2025-07-14,高橋 陽葵,customer00321@example.jp,愛知県,岡崎市,個人,自然検索,ブロンズ,有,300万円未満,O000569,C00321,2024-02-03,配達完了,営業担当,クレジットカード,愛知県,,1279.52,0.0,0.0,1279.52
731,C00321,2025-07-14,高橋 陽葵,customer00321@example.jp,愛知県,岡崎市,個人,自然検索,ブロンズ,有,300万円未満,O000619,C00321,2025-12-17,配達完了,ウェブ,銀行振込,愛知県,,797.81,0.0,0.0,797.81
732,C00322,2023-02-27,高橋 凛,customer00322@example.jp,東京都,千代田区,個人,広告検索,ブロンズ,有,300～500万円,O000497,C00322,2025-09-29,配達完了,モバイルアプリ,スマホ決済,東京都,WELCOME10,431.21,43.12,0.0,388.09
733,C00322,2023-02-27,高橋 凛,customer00322@example.jp,東京都,千代田区,個人,広告検索,ブロンズ,有,300～500万円,O000608,C00322,2025-11-10,配達完了,ウェブ,スマホ決済,東京都,,372.58,0.0,0.0,372.58
734,C00323,2022-01-14,渡辺 陽葵,customer00323@example.jp,福岡県,北九州市,個人,自然検索,シルバー,有,500～800万円,O000674,C00323,2025-10-30,配達完了,モバイルアプリ,クレジットカード,福岡県,,1353.65,0.0,0.0,1353.65
735,C00324,2025-12-08,田中 凛,customer00324@example.jp,福岡県,久留米市,個人,広告検索,ゴールド,有,500～800万円,O000211,C00324,2024-01-05,配達完了,モバイルアプリ,銀行振込,福岡県,,576.61,0.0,0.0,576.61
736,C00324,2025-12-08,田中 凛,customer00324@example.jp,福岡県,久留米市,個人,広告検索,ゴールド,有,500～800万円,O000295,C00324,2024-02-20,配達完了,ウェブ,銀行振込,福岡県,WELCOME10,494.0,49.4,0.0,444.6
737,C00324,2025-12-08,田中 凛,customer00324@example.jp,福岡県,久留米市,個人,広告検索,ゴールド,有,500～800万円,O000378,C00324,2025-08-25,発送済み,モバイルアプリ,スマホ決済,福岡県,,329.02,0.0,0.0,329.02
738,C00324,2025-12-08,田中 凛,customer00324@example.jp,福岡県,久留米市,個人,広告検索,ゴールド,有,500～800万円,O000678,C00324,2024-10-26,配達完了,ウェブ,クレジットカード,福岡県,WELCOME10,41.03,4.1,5.9,42.83
739,C00325,2022-11-01,高橋 悠真,customer00325@example.jp,東京都,千代田区,個人,店頭,ブロンズ,無,"800～1,200万円",,,,,,,,,,,,
740,C00326,2025-10-15,田中 湊,customer00326@example.jp,千葉県,柏市,個人,自然検索,シルバー,有,"800～1,200万円",,,,,,,,,,,,
741,C00327,2023-07-30,中村 悠真,customer00327@example.jp,大阪府,大阪市,個人,SNS,プラチナ,有,"800～1,200万円",O000376,C00327,2025-09-04,配達完了,モール,クレジットカード,大阪府,,1205.01,0.0,0.0,1205.01
742,C00328,2022-12-05,渡辺 芽依,customer00328@example.jp,愛知県,名古屋市,中小企業,SNS,シルバー,有,"800～1,200万円",O000056,C00328,2024-01-04,配達完了,ウェブ,銀行振込,愛知県,,420.97,0.0,0.0,420.97
743,C00329,2024-12-31,渡辺 陽葵,customer00329@example.jp,北海道,札幌市,中小企業,紹介,プラチナ,有,500～800万円,,,,,,,,,,,,
744,C00330,2022-10-20,渡辺 蓮,customer00330@example.jp,北海道,函館市,個人,提携先,ゴールド,有,500～800万円,O000023,C00330,2024-10-31,配達完了,ウェブ,クレジットカード,北海道,WELCOME10,314.12,31.41,0.0,282.71
745,C00330,2022-10-20,渡辺 蓮,customer00330@example.jp,北海道,函館市,個人,提携先,ゴールド,有,500～800万円,O000260,C00330,2025-07-23,配達完了,モバイルアプリ,コンビニ払い,北海道,,621.93,0.0,0.0,621.93
746,C00330,2022-10-20,渡辺 蓮,customer00330@example.jp,北海道,函館市,個人,提携先,ゴールド,有,500～800万円,O000521,C00330,2025-10-09,配達完了,ウェブ,コンビニ払い,北海道,FREESHIP,400.13,0.0,0.0,400.13
747,C00331,2024-12-09,高橋 葵,customer00331@example.jp,千葉県,千葉市,個人,紹介,シルバー,有,300～500万円,O000073,C00331,2025-12-23,配達完了,ウェブ,クレジットカード,千葉県,,517.74,0.0,0.0,517.74
748,C00332,2024-12-05,佐藤 さくら,customer00332@example.jp,東京都,渋谷区,中小企業,SNS,シルバー,有,300万円未満,,,,,,,,,,,,
749,C00333,2025-05-21,山本 大和,customer00333@example.jp,千葉県,柏市,個人,店頭,ブロンズ,有,300～500万円,O000110,C00333,2024-10-31,配達完了,ウェブ,スマホ決済,千葉県,,269.02,0.0,0.0,269.02
750,C00333,2025-05-21,山本 大和,customer00333@example.jp,千葉県,柏市,個人,店頭,ブロンズ,有,300～500万円,O000302,C00333,2025-09-09,配達完了,ウェブ,スマホ決済,千葉県,,1270.53,0.0,0.0,1270.53
751,C00333,2025-05-21,山本 大和,customer00333@example.jp,千葉県,柏市,個人,店頭,ブロンズ,有,300～500万円,O000417,C00333,2025-10-08,配達完了,モバイルアプリ,スマホ決済,千葉県,,701.75,0.0,0.0,701.75
752,C00334,2022-04-02,渡辺 蓮,customer00334@example.jp,東京都,千代田区,個人,広告検索,ゴールド,有,300～500万円,,,,,,,,,,,,
753,C00335,2024-09-12,田中 蓮,customer00335@example.jp,千葉県,千葉市,個人,自然検索,シルバー,有,"800～1,200万円",O000645,C00335,2024-06-17,配達完了,モバイルアプリ,クレジットカード,千葉県,WELCOME10,1188.56,118.86,0.0,1069.7
754,C00335,2024-09-12,田中 蓮,customer00335@example.jp,千葉県,千葉市,個人,自然検索,シルバー,有,"800～1,200万円",O000649,C00335,2024-08-14,配達完了,モバイルアプリ,クレジットカード,千葉県,,1064.39,0.0,0.0,1064.39
755,C00335,2024-09-12,田中 蓮,customer00335@example.jp,千葉県,千葉市,個人,自然検索,シルバー,有,"800～1,200万円",O000672,C00335,2025-04-20,配達完了,モバイルアプリ,クレジットカード,千葉県,,185.83,0.0,0.0,185.83
756,C00336,2022-12-28,山本 陽葵,customer00336@example.jp,大阪府,堺市,中小企業,SNS,ブロンズ,有,300万円未満,O000640,C00336,2025-01-21,発送済み,モバイルアプリ,スマホ決済,大阪府,,1077.5,0.0,0.0,1077.5
757,C00337,2025-10-09,中村 大和,customer00337@example.jp,東京都,千代田区,個人,提携先,ブロンズ,有,300～500万円,O000636,C00337,2025-12-01,配達完了,ウェブ,スマホ決済,東京都,SPRING15,1220.37,183.06,0.0,1037.31
758,C00337,2025-10-09,中村 大和,customer00337@example.jp,東京都,千代田区,個人,提携先,ブロンズ,有,300～500万円,O000697,C00337,2024-07-15,配達完了,ウェブ,コンビニ払い,東京都,,1296.58,0.0,0.0,1296.58
759,C00338,2023-08-15,山本 陽葵,customer00338@example.jp,大阪府,堺市,個人,紹介,ゴールド,有,"800～1,200万円",O000098,C00338,2025-07-13,配達完了,モール,クレジットカード,大阪府,,1386.22,0.0,0.0,1386.22
760,C00338,2023-08-15,山本 陽葵,customer00338@example.jp,大阪府,堺市,個人,紹介,ゴールド,有,"800～1,200万円",O000401,C00338,2024-02-23,配達完了,モバイルアプリ,クレジットカード,大阪府,B2B5,332.87,16.64,0.0,316.23
761,C00338,2023-08-15,山本 陽葵,customer00338@example.jp,大阪府,堺市,個人,紹介,ゴールド,有,"800～1,200万円",O000670,C00338,2025-10-19,配達完了,ウェブ,クレジットカード,大阪府,FREESHIP,1357.6,0.0,0.0,1357.6
762,C00339,2023-08-13,山本 陽葵,customer00339@example.jp,愛知県,岡崎市,個人,広告検索,ブロンズ,有,"1,200万円以上",,,,,,,,,,,,
763,C00340,2025-11-19,田中 陽葵,customer00340@example.jp,大阪府,豊中市,大企業,自然検索,シルバー,有,500～800万円,O000246,C00340,2024-04-25,処理中,ウェブ,クレジットカード,大阪府,WELCOME10,294.32,29.43,0.0,264.89
764,C00340,2025-11-19,田中 陽葵,customer00340@example.jp,大阪府,豊中市,大企業,自然検索,シルバー,有,500～800万円,O000618,C00340,2025-01-12,配達完了,モバイルアプリ,銀行振込,大阪府,,1356.06,0.0,0.0,1356.06
765,C00341,2022-02-21,中村 陽葵,customer00341@example.jp,愛知県,豊田市,個人,店頭,シルバー,有,300～500万円,O000104,C00341,2025-01-29,配達完了,モバイルアプリ,コンビニ払い,愛知県,,893.46,0.0,0.0,893.46
766,C00342,2025-10-01,田中 蓮,customer00342@example.jp,愛知県,豊田市,中小企業,自然検索,シルバー,有,300～500万円,O000173,C00342,2024-06-11,処理中,ウェブ,スマホ決済,愛知県,,327.22,0.0,0.0,327.22
767,C00342,2025-10-01,田中 蓮,customer00342@example.jp,愛知県,豊田市,中小企業,自然検索,シルバー,有,300～500万円,O000412,C00342,2024-02-20,配達完了,モバイルアプリ,コンビニ払い,愛知県,,771.75,0.0,0.0,771.75
768,C00343,2024-09-26,佐藤 葵,customer00343@example.jp,福岡県,久留米市,大企業,提携先,シルバー,有,300万円未満,O000236,C00343,2024-07-28,配達完了,モバイルアプリ,クレジットカード,福岡県,,946.72,0.0,0.0,946.72
769,C00343,2024-09-26,佐藤 葵,customer00343@example.jp,福岡県,久留米市,大企業,提携先,シルバー,有,300万円未満,O000671,C00343,2025-02-26,配達完了,モバイルアプリ,コンビニ払い,福岡県,,66.3,0.0,5.9,72.2
770,C00344,2025-04-16,渡辺 結菜,customer00344@example.jp,千葉県,千葉市,個人,紹介,ブロンズ,有,300万円未満,O000130,C00344,2025-05-08,配達完了,モバイルアプリ,クレジットカード,千葉県,,1031.31,0.0,0.0,1031.31
771,C00344,2025-04-16,渡辺 結菜,customer00344@example.jp,千葉県,千葉市,個人,紹介,ブロンズ,有,300万円未満,O000342,C00344,2025-06-13,配達完了,ウェブ,クレジットカード,千葉県,,1110.62,0.0,0.0,1110.62
772,C00345,2023-05-10,伊藤 凛,customer00345@example.jp,愛知県,豊田市,個人,広告検索,ブロンズ,有,300万円未満,O000075,C00345,2024-10-26,配達完了,ウェブ,コンビニ払い,愛知県,FREESHIP,1411.57,0.0,0.0,1411.57
773,C00345,2023-05-10,伊藤 凛,customer00345@example.jp,愛知県,豊田市,個人,広告検索,ブロンズ,有,300万円未満,O000444,C00345,2025-12-05,配達完了,ウェブ,クレジットカード,愛知県,FREESHIP,1344.35,0.0,0.0,1344.35
774,C00345,2023-05-10,伊藤 凛,customer00345@example.jp,愛知県,豊田市,個人,広告検索,ブロンズ,有,300万円未満,O000612,C00345,2024-02-18,配達完了,ウェブ,クレジットカード,愛知県,,703.35,0.0,0.0,703.35
775,C00346,2022-10-08,伊藤 大和,customer00346@example.jp,神奈川県,川崎市,大企業,SNS,ブロンズ,有,500～800万円,O000383,C00346,2024-03-08,配達完了,モバイルアプリ,スマホ決済,神奈川県,WELCOME10,487.28,48.73,0.0,438.55
776,C00346,2022-10-08,伊藤 大和,customer00346@example.jp,神奈川県,川崎市,大企業,SNS,ブロンズ,有,500～800万円,O000442,C00346,2024-05-13,処理中,モバイルアプリ,スマホ決済,神奈川県,VIP20,447.37,89.47,0.0,357.9
777,C00347,2023-03-15,佐藤 蓮,customer00347@example.jp,大阪府,吹田市,中小企業,広告検索,ブロンズ,有,500～800万円,O000495,C00347,2024-11-19,キャンセル,モバイルアプリ,クレジットカード,大阪府,,1333.99,0.0,0.0,1333.99
778,C00347,2023-03-15,佐藤 蓮,customer00347@example.jp,大阪府,吹田市,中小企業,広告検索,ブロンズ,有,500～800万円,O000699,C00347,2024-06-28,配達完了,ウェブ,銀行振込,大阪府,,542.69,0.0,0.0,542.69
779,C00348,2024-02-22,鈴木 陽葵,customer00348@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,"800～1,200万円",O000123,C00348,2024-11-04,配達完了,ウェブ,クレジットカード,北海道,,452.34,0.0,0.0,452.34
780,C00348,2024-02-22,鈴木 陽葵,customer00348@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,"800～1,200万円",O000352,C00348,2025-10-25,発送済み,営業担当,クレジットカード,北海道,,665.59,0.0,0.0,665.59
781,C00348,2024-02-22,鈴木 陽葵,customer00348@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,"800～1,200万円",O000510,C00348,2024-03-29,配達完了,ウェブ,請求書払い,北海道,WELCOME10,316.64,31.66,0.0,284.98
782,C00348,2024-02-22,鈴木 陽葵,customer00348@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,"800～1,200万円",O000662,C00348,2025-08-07,配達完了,ウェブ,クレジットカード,北海道,B2B5,37.6,1.88,5.9,41.62
783,C00348,2024-02-22,鈴木 陽葵,customer00348@example.jp,北海道,函館市,個人,紹介,ブロンズ,有,"800～1,200万円",O000689,C00348,2025-06-05,配達完了,ウェブ,コンビニ払い,北海道,,1124.69,0.0,0.0,1124.69
